user_id;departure_time;origin;destination
759;00:06:50;842872.935922 6520868.859801;844359.524784 6519939.593822
760;00:06:50;843409.824 6519795.0649;843239.396612 6520073.970101
761;00:06:50;844431.3324 6520823.2025;843481.8564 6519806.7462
762;00:06:51;844462.989651 6520644.367132;843239.396612 6520073.970101
763;00:06:51;844593.286 6520218.2902;844194.3295 6519860.1052
764;00:06:52;844462.989651 6520644.367132;843481.8564 6519806.7462
765;00:06:54;844234.9756 6520115.4371;843703.726664 6519971.126841
766;00:06:55;842872.935922 6520868.859801;843703.726664 6519971.126841
767;00:06:55;844341.165194 6520945.856138;844480.5433 6520450.0164
768;00:06:55;844393.8087 6519808.1447;844194.3295 6519860.1052
769;00:06:57;842872.935922 6520868.859801;844359.524784 6519939.593822
770;00:06:57;844341.165194 6520945.856138;844194.3295 6519860.1052
771;00:06:57;842966.987225 6519878.761507;844194.3295 6519860.1052
772;00:06:57;843409.824 6519795.0649;844480.5433 6520450.0164
773;00:06:59;842966.987225 6519878.761507;844359.524784 6519939.593822
774;00:06:59;843245.331788 6520074.849699;843901.0703 6519866.5502
775;00:06:59;843363.0719 6521096.9536;844035.4799 6520003.0016
776;00:07:00;844462.989651 6520644.367132;843312.089858 6521426.578666
777;00:07:02;844593.286 6520218.2902;844343.432406 6520934.072262
778;00:07:02;844431.3324 6520823.2025;842930.346171 6520447.476392
779;00:07:02;844406.2867 6520467.152;842874.672878 6520886.775799
780;00:07:03;842872.935922 6520868.859801;844359.524784 6519939.593822
781;00:07:04;844462.989651 6520644.367132;844343.432406 6520934.072262
782;00:07:04;842966.987225 6519878.761507;844512.440038 6520350.015032
783;00:07:04;844431.3324 6520823.2025;843481.8564 6519806.7462
784;00:07:05;844357.689507 6519884.202588;844480.5433 6520450.0164
785;00:07:06;844431.3324 6520823.2025;844351.726293 6519883.539212
786;00:07:07;842930.874029 6520435.488008;844012.319007 6520299.783916
787;00:07:07;843409.824 6519795.0649;843656.9246 6519834.1696
788;00:07:07;844272.5762 6519871.9419;842930.346171 6520447.476392
789;00:07:08;844462.989651 6520644.367132;844591.4105 6519934.9879
790;00:07:08;844341.165194 6520945.856138;844343.432406 6520934.072262
791;00:07:10;844431.3324 6520823.2025;844512.440038 6520350.015032
792;00:07:10;844523.1918 6520025.5784;843703.726664 6519971.126841
793;00:07:11;844431.3324 6520823.2025;843481.8564 6519806.7462
794;00:07:13;844462.989651 6520644.367132;843239.396612 6520073.970101
795;00:07:13;842872.935922 6520868.859801;844343.432406 6520934.072262
796;00:07:13;844393.8087 6519808.1447;843703.726664 6519971.126841
797;00:07:14;842966.987225 6519878.761507;843112.7044 6519866.9951
798;00:07:14;844431.3324 6520823.2025;843703.726664 6519971.126841
799;00:07:16;842966.987225 6519878.761507;843112.7044 6519866.9951
800;00:07:16;844272.5762 6519871.9419;843901.0703 6519866.5502
801;00:07:17;842872.935922 6520868.859801;843481.8564 6519806.7462
802;00:07:17;844393.8087 6519808.1447;843901.0703 6519866.5502
803;00:07:17;844431.3324 6520823.2025;844351.726293 6519883.539212
804;00:07:17;843969.152 6520907.868799999;842930.346171 6520447.476392
805;00:07:18;844593.286 6520218.2902;844591.4105 6519934.9879
806;00:07:18;843637.4877 6519967.012;843312.089858 6521426.578666
807;00:07:19;842872.935922 6520868.859801;843901.0703 6519866.5502
808;00:07:19;842966.987225 6519878.761507;842930.346171 6520447.476392
809;00:07:19;843561.6331 6519819.7203;843481.8564 6519806.7462
810;00:07:19;844393.8087 6519808.1447;842930.346171 6520447.476392
811;00:07:19;844431.3324 6520823.2025;843239.396612 6520073.970101
812;00:07:19;843109.4520096667 6520130.337884667;843239.396612 6520073.970101
813;00:07:22;842872.935922 6520868.859801;843112.7044 6519866.9951
814;00:07:22;843245.331788 6520074.849699;843317.6397 6519780.692
815;00:07:22;843409.824 6519795.0649;843656.9246 6519834.1696
816;00:07:22;844404.4784 6519817.2823;844351.726293 6519883.539212
817;00:07:22;844393.8087 6519808.1447;844359.524784 6519939.593822
818;00:07:23;844593.286 6520218.2902;844359.524784 6519939.593822
819;00:07:24;843409.824 6519795.0649;843239.396612 6520073.970101
820;00:07:24;844393.8087 6519808.1447;843656.9246 6519834.1696
821;00:07:24;844431.3324 6520823.2025;843239.396612 6520073.970101
822;00:07:25;842872.935922 6520868.859801;844480.5433 6520450.0164
823;00:07:25;842966.987225 6519878.761507;844343.432406 6520934.072262
824;00:07:26;844462.989651 6520644.367132;843901.0703 6519866.5502
825;00:07:27;844593.286 6520218.2902;843901.0703 6519866.5502
826;00:07:27;842872.935922 6520868.859801;844359.524784 6519939.593822
827;00:07:27;842966.987225 6519878.761507;843656.9246 6519834.1696
828;00:07:27;842930.874029 6520435.488008;844351.726293 6519883.539212
829;00:07:28;844593.286 6520218.2902;844512.440038 6520350.015032
830;00:07:28;843409.824 6519795.0649;844480.5433 6520450.0164
831;00:07:28;844393.8087 6519808.1447;843317.6397 6519780.692
832;00:07:29;844431.3324 6520823.2025;844591.4105 6519934.9879
833;00:07:30;844462.989651 6520644.367132;843481.8564 6519806.7462
834;00:07:30;844357.689507 6519884.202588;843901.0703 6519866.5502
835;00:07:31;844593.286 6520218.2902;843239.396612 6520073.970101
836;00:07:31;844431.3324 6520823.2025;843112.7044 6519866.9951
837;00:07:32;842872.935922 6520868.859801;843703.726664 6519971.126841
838;00:07:33;842966.987225 6519878.761507;843112.7044 6519866.9951
839;00:07:34;843703.084336 6519977.092359;843312.089858 6521426.578666
840;00:07:35;842872.935922 6520868.859801;843312.089858 6521426.578666
841;00:07:35;844341.165194 6520945.856138;842874.672878 6520886.775799
842;00:07:35;843409.824 6519795.0649;843112.7044 6519866.9951
843;00:07:35;844495.7187517999 6520217.839623;843703.726664 6519971.126841
844;00:07:36;842872.935922 6520868.859801;844480.5433 6520450.0164
845;00:07:36;844431.3324 6520823.2025;843317.6397 6519780.692
846;00:07:36;843945.2577 6520070.8655;843112.7044 6519866.9951
847;00:07:37;844393.8087 6519808.1447;843317.6397 6519780.692
848;00:07:38;843409.824 6519795.0649;844351.726293 6519883.539212
849;00:07:39;844462.989651 6520644.367132;844480.5433 6520450.0164
850;00:07:39;842872.935922 6520868.859801;843481.8564 6519806.7462
851;00:07:39;844341.165194 6520945.856138;842930.346171 6520447.476392
852;00:07:39;842966.987225 6519878.761507;843901.0703 6519866.5502
853;00:07:39;844431.3324 6520823.2025;844194.3295 6519860.1052
854;00:07:40;843409.824 6519795.0649;844012.319007 6520299.783916
855;00:07:41;843409.824 6519795.0649;843901.0703 6519866.5502
856;00:07:42;844341.165194 6520945.856138;844012.319007 6520299.783916
857;00:07:42;842966.987225 6519878.761507;844012.319007 6520299.783916
858;00:07:42;843245.331788 6520074.849699;843481.8564 6519806.7462
859;00:07:44;843703.084336 6519977.092359;843481.8564 6519806.7462
860;00:07:44;842872.935922 6520868.859801;844194.3295 6519860.1052
861;00:07:44;842966.987225 6519878.761507;842874.672878 6520886.775799
862;00:07:44;843141.0897 6520916.262;843955.5762 6519995.5723
863;00:07:45;843409.824 6519795.0649;843112.7044 6519866.9951
864;00:07:45;843283.17 6521456.1002;844512.440038 6520350.015032
865;00:07:45;843289.1433 6519968.8644;843239.396612 6520073.970101
866;00:07:46;844341.165194 6520945.856138;843656.9246 6519834.1696
867;00:07:46;844431.3324 6520823.2025;843317.6397 6519780.692
868;00:07:46;844421.26313825 6520638.1075135;842874.672878 6520886.775799
869;00:07:47;844593.286 6520218.2902;842930.346171 6520447.476392
870;00:07:48;844462.989651 6520644.367132;842874.672878 6520886.775799
871;00:07:48;844018.253593 6520300.667484;843901.0703 6519866.5502
872;00:07:48;842872.935922 6520868.859801;843481.8564 6519806.7462
873;00:07:48;844393.8087 6519808.1447;843112.7044 6519866.9951
874;00:07:48;843623.2629736667 6520944.435690167;843945.2577 6520070.8655
875;00:07:49;844341.165194 6520945.856138;843901.0703 6519866.5502
876;00:07:49;844234.9756 6520115.4371;843703.726664 6519971.126841
877;00:07:50;844428.7143 6520472.1232;843312.089858 6521426.578666
878;00:07:51;844462.989651 6520644.367132;843112.7044 6519866.9951
879;00:07:51;844593.286 6520218.2902;843239.396612 6520073.970101
880;00:07:51;842966.987225 6519878.761507;843239.396612 6520073.970101
881;00:07:52;842872.935922 6520868.859801;844359.524784 6519939.593822
882;00:07:52;844431.3324 6520823.2025;844512.440038 6520350.015032
883;00:07:52;844209.6383 6520300.3476;843112.7044 6519866.9951
884;00:07:53;844593.286 6520218.2902;844012.319007 6520299.783916
885;00:07:53;843409.824 6519795.0649;844012.319007 6520299.783916
886;00:07:54;844462.989651 6520644.367132;844480.5433 6520450.0164
887;00:07:54;842966.987225 6519878.761507;843703.726664 6519971.126841
888;00:07:55;844341.165194 6520945.856138;844012.319007 6520299.783916
889;00:07:55;844431.3324 6520823.2025;844591.4105 6519934.9879
890;00:07:56;842872.935922 6520868.859801;843703.726664 6519971.126841
891;00:07:57;844512.298762 6520356.013368;844591.4105 6519934.9879
892;00:07:57;842966.987225 6519878.761507;843112.7044 6519866.9951
893;00:07:57;844393.8087 6519808.1447;843703.726664 6519971.126841
894;00:07:57;844431.3324 6520823.2025;843239.396612 6520073.970101
895;00:07:58;844462.989651 6520644.367132;843317.6397 6519780.692
896;00:07:58;844593.286 6520218.2902;844480.5433 6520450.0164
897;00:07:58;843127.4920713333 6519894.300567166;843481.8564 6519806.7462
898;00:07:59;842966.987225 6519878.761507;843317.6397 6519780.692
899;00:07:59;844357.689507 6519884.202588;843112.7044 6519866.9951
900;00:07:59;844431.3324 6520823.2025;843656.9246 6519834.1696
901;00:08:01;844593.286 6520218.2902;844512.440038 6520350.015032
902;00:08:02;843409.824 6519795.0649;843317.6397 6519780.692
903;00:08:02;844431.3324 6520823.2025;843481.8564 6519806.7462
904;00:08:02;844421.26313825 6520638.1075135;843312.089858 6521426.578666
905;00:08:03;844462.989651 6520644.367132;843901.0703 6519866.5502
906;00:08:03;843283.17 6521456.1002;844343.432406 6520934.072262
907;00:08:04;842872.935922 6520868.859801;843112.7044 6519866.9951
908;00:08:05;842966.987225 6519878.761507;843703.726664 6519971.126841
909;00:08:06;842872.935922 6520868.859801;844359.524784 6519939.593822
910;00:08:06;843245.331788 6520074.849699;843239.396612 6520073.970101
911;00:08:07;842966.987225 6519878.761507;844512.440038 6520350.015032
912;00:08:07;844431.3324 6520823.2025;843703.726664 6519971.126841
913;00:08:09;842966.987225 6519878.761507;842930.346171 6520447.476392
914;00:08:10;842872.935922 6520868.859801;844480.5433 6520450.0164
915;00:08:11;844462.989651 6520644.367132;842874.672878 6520886.775799
916;00:08:11;844593.286 6520218.2902;843656.9246 6519834.1696
917;00:08:12;842966.987225 6519878.761507;844512.440038 6520350.015032
918;00:08:13;844431.3324 6520823.2025;844012.319007 6520299.783916
919;00:08:13;843346.028 6521194.3067;843867.3051686 6520059.5574156
920;00:08:13;844022.7772 6520080.4604;843312.089858 6521426.578666
921;00:08:14;843379.7632123749 6520473.740326876;844343.432406 6520934.072262
922;00:08:15;842872.935922 6520868.859801;842930.346171 6520447.476392
923;00:08:15;842966.987225 6519878.761507;843239.396612 6520073.970101
924;00:08:16;844462.989651 6520644.367132;844591.4105 6519934.9879
925;00:08:17;842966.987225 6519878.761507;843239.396612 6520073.970101
926;00:08:17;843409.824 6519795.0649;844351.726293 6519883.539212
927;00:08:17;844357.689507 6519884.202588;843656.9246 6519834.1696
928;00:08:18;844393.8087 6519808.1447;843317.6397 6519780.692
929;00:08:19;843409.824 6519795.0649;843901.0703 6519866.5502
930;00:08:19;844406.2867 6520467.152;843312.089858 6521426.578666
931;00:08:19;844325.5189358571 6520103.513570143;842874.672878 6520886.775799
932;00:08:20;844393.8087 6519808.1447;844343.432406 6520934.072262
933;00:08:21;843409.824 6519795.0649;843239.396612 6520073.970101
934;00:08:21;844272.5762 6519871.9419;844480.5433 6520450.0164
935;00:08:23;844462.989651 6520644.367132;844591.4105 6519934.9879
936;00:08:23;843409.824 6519795.0649;842874.672878 6520886.775799
937;00:08:23;844431.3324 6520823.2025;843317.6397 6519780.692
938;00:08:24;842966.987225 6519878.761507;843312.089858 6521426.578666
939;00:08:25;843409.824 6519795.0649;843112.7044 6519866.9951
940;00:08:25;844393.8087 6519808.1447;843312.089858 6521426.578666
941;00:08:27;842872.935922 6520868.859801;842874.672878 6520886.775799
942;00:08:28;842872.935922 6520868.859801;844351.726293 6519883.539212
943;00:08:28;844272.5762 6519871.9419;844359.524784 6519939.593822
944;00:08:28;844431.3324 6520823.2025;844512.440038 6520350.015032
945;00:08:29;844462.989651 6520644.367132;843317.6397 6519780.692
946;00:08:29;843245.331788 6520074.849699;843317.6397 6519780.692
947;00:08:29;844393.8087 6519808.1447;844012.319007 6520299.783916
948;00:08:31;843349.9537 6520128.02;843312.089858 6521426.578666
949;00:08:32;842966.987225 6519878.761507;843317.6397 6519780.692
950;00:08:34;844035.4799 6520003.0016;843312.089858 6521426.578666
951;00:08:36;842872.935922 6520868.859801;844012.319007 6520299.783916
952;00:08:36;844393.8087 6519808.1447;844194.3295 6519860.1052
953;00:08:36;843136.1949 6520959.4693;843945.2577 6520070.8655
954;00:08:37;844462.989651 6520644.367132;844012.319007 6520299.783916
955;00:08:37;842872.935922 6520868.859801;844480.5433 6520450.0164
956;00:08:37;842966.987225 6519878.761507;844359.524784 6519939.593822
957;00:08:38;844431.3324 6520823.2025;843901.0703 6519866.5502
958;00:08:38;844401.474132 6520509.87548525;842874.672878 6520886.775799
959;00:08:39;844393.8087 6519808.1447;843312.089858 6521426.578666
960;00:08:40;844512.298762 6520356.013368;843481.8564 6519806.7462
961;00:08:41;842966.987225 6519878.761507;843656.9246 6519834.1696
962;00:08:42;844462.989651 6520644.367132;842930.346171 6520447.476392
963;00:08:43;843409.824 6519795.0649;843481.8564 6519806.7462
964;00:08:43;843741.6425 6520167.1759;843312.089858 6521426.578666
965;00:08:44;842872.935922 6520868.859801;843901.0703 6519866.5502
966;00:08:45;844462.989651 6520644.367132;843703.726664 6519971.126841
967;00:08:45;842872.935922 6520868.859801;844591.4105 6519934.9879
968;00:08:45;844393.8087 6519808.1447;843901.0703 6519866.5502
969;00:08:46;844341.165194 6520945.856138;842930.346171 6520447.476392
970;00:08:47;842872.935922 6520868.859801;844359.524784 6519939.593822
971;00:08:48;844462.989651 6520644.367132;844359.524784 6519939.593822
972;00:08:48;844357.689507 6519884.202588;843656.9246 6519834.1696
973;00:08:49;844593.286 6520218.2902;842874.672878 6520886.775799
974;00:08:50;842872.935922 6520868.859801;844194.3295 6519860.1052
975;00:08:50;842966.987225 6519878.761507;844012.319007 6520299.783916
976;00:08:50;844357.689507 6519884.202588;843239.396612 6520073.970101
977;00:08:50;844431.3324 6520823.2025;844512.440038 6520350.015032
978;00:08:51;844234.9756 6520115.4371;843703.726664 6519971.126841
979;00:08:52;843346.028 6521194.3067;844022.7772 6520080.4604
980;00:08:53;842966.987225 6519878.761507;842930.346171 6520447.476392
981;00:08:53;844393.8087 6519808.1447;844359.524784 6519939.593822
982;00:08:54;842872.935922 6520868.859801;844012.319007 6520299.783916
983;00:08:54;843409.824 6519795.0649;844512.440038 6520350.015032
984;00:08:55;842872.935922 6520868.859801;842930.346171 6520447.476392
985;00:08:55;844393.8087 6519808.1447;843317.6397 6519780.692
986;00:08:55;844431.3324 6520823.2025;842930.346171 6520447.476392
987;00:08:55;844168.9461 6520013.9119;843703.726664 6519971.126841
988;00:08:56;844462.989651 6520644.367132;843112.7044 6519866.9951
989;00:08:57;844593.286 6520218.2902;843239.396612 6520073.970101
990;00:08:57;843409.824 6519795.0649;843312.089858 6521426.578666
991;00:08:57;843267.0717 6521180.2432;844022.7772 6520080.4604
992;00:08:58;844393.8087 6519808.1447;843703.726664 6519971.126841
993;00:08:59;842872.935922 6520868.859801;843312.089858 6521426.578666
994;00:08:59;844431.3324 6520823.2025;843481.8564 6519806.7462
995;00:09:00;842966.987225 6519878.761507;844343.432406 6520934.072262
996;00:09:01;844462.989651 6520644.367132;842930.346171 6520447.476392
997;00:09:01;842872.935922 6520868.859801;843901.0703 6519866.5502
998;00:09:02;842966.987225 6519878.761507;843112.7044 6519866.9951
999;00:09:02;843409.824 6519795.0649;844194.3295 6519860.1052
1000;00:09:03;844341.165194 6520945.856138;843312.089858 6521426.578666
1001;00:09:03;844393.8087 6519808.1447;844512.440038 6520350.015032
1002;00:09:04;844462.989651 6520644.367132;844512.440038 6520350.015032
1003;00:09:04;844431.3324 6520823.2025;843239.396612 6520073.970101
1004;00:09:05;842872.935922 6520868.859801;843239.396612 6520073.970101
1005;00:09:06;844462.989651 6520644.367132;842874.672878 6520886.775799
1006;00:09:08;844462.989651 6520644.367132;843239.396612 6520073.970101
1007;00:09:08;844593.286 6520218.2902;844359.524784 6519939.593822
1008;00:09:08;843409.824 6519795.0649;843703.726664 6519971.126841
1009;00:09:08;844151.636 6520684.4371;843317.6397 6519780.692
1010;00:09:09;843404.6731 6520314.8042;844194.3295 6519860.1052
1011;00:09:11;842872.935922 6520868.859801;843703.726664 6519971.126841
1012;00:09:11;844341.165194 6520945.856138;844591.4105 6519934.9879
1013;00:09:11;842966.987225 6519878.761507;843481.8564 6519806.7462
1014;00:09:11;844393.8087 6519808.1447;843317.6397 6519780.692
1015;00:09:11;843955.5762 6519995.5723;843312.089858 6521426.578666
1016;00:09:12;844431.3324 6520823.2025;843901.0703 6519866.5502
1017;00:09:13;842872.935922 6520868.859801;844512.440038 6520350.015032
1018;00:09:14;843992.3816864999 6520266.076248251;842874.672878 6520886.775799
1019;00:09:15;844462.989651 6520644.367132;843901.0703 6519866.5502
1020;00:09:16;844593.286 6520218.2902;844591.4105 6519934.9879
1021;00:09:16;844431.3324 6520823.2025;842874.672878 6520886.775799
1022;00:09:17;844393.8087 6519808.1447;844480.5433 6520450.0164
1023;00:09:18;844393.8087 6519808.1447;843312.089858 6521426.578666
1024;00:09:19;844593.286 6520218.2902;844343.432406 6520934.072262
1025;00:09:20;844431.3324 6520823.2025;843481.8564 6519806.7462
1026;00:09:21;844341.165194 6520945.856138;843312.089858 6521426.578666
1027;00:09:21;842966.987225 6519878.761507;844351.726293 6519883.539212
1028;00:09:22;844431.3324 6520823.2025;843312.089858 6521426.578666
1029;00:09:23;842966.987225 6519878.761507;842930.346171 6520447.476392
1030;00:09:23;843409.824 6519795.0649;843901.0703 6519866.5502
1031;00:09:23;844357.689507 6519884.202588;844343.432406 6520934.072262
1032;00:09:24;844462.989651 6520644.367132;842874.672878 6520886.775799
1033;00:09:24;844593.286 6520218.2902;843312.089858 6521426.578666
1034;00:09:24;844341.165194 6520945.856138;844194.3295 6519860.1052
1035;00:09:25;842872.935922 6520868.859801;844512.440038 6520350.015032
1036;00:09:25;842966.987225 6519878.761507;844012.319007 6520299.783916
1037;00:09:27;842872.935922 6520868.859801;843112.7044 6519866.9951
1038;00:09:28;844341.165194 6520945.856138;843312.089858 6521426.578666
1039;00:09:28;843283.17 6521456.1002;842930.346171 6520447.476392
1040;00:09:29;842966.987225 6519878.761507;842874.672878 6520886.775799
1041;00:09:30;844462.989651 6520644.367132;844351.726293 6519883.539212
1042;00:09:30;842872.935922 6520868.859801;843481.8564 6519806.7462
1043;00:09:30;844393.8087 6519808.1447;843317.6397 6519780.692
1044;00:09:31;844431.3324 6520823.2025;844512.440038 6520350.015032
1045;00:09:32;843409.824 6519795.0649;843317.6397 6519780.692
1046;00:09:33;844018.253593 6520300.667484;844480.5433 6520450.0164
1047;00:09:34;842930.874029 6520435.488008;843312.089858 6521426.578666
1048;00:09:34;844393.8087 6519808.1447;843656.9246 6519834.1696
1049;00:09:34;844431.3324 6520823.2025;844359.524784 6519939.593822
1050;00:09:35;844593.286 6520218.2902;842930.346171 6520447.476392
1051;00:09:36;844462.989651 6520644.367132;844012.319007 6520299.783916
1052;00:09:36;842966.987225 6519878.761507;844343.432406 6520934.072262
1053;00:09:36;843409.824 6519795.0649;844480.5433 6520450.0164
1054;00:09:37;842872.935922 6520868.859801;843312.089858 6521426.578666
1055;00:09:37;844431.3324 6520823.2025;844512.440038 6520350.015032
1056;00:09:38;844462.989651 6520644.367132;844359.524784 6519939.593822
1057;00:09:38;844393.8087 6519808.1447;844012.319007 6520299.783916
1058;00:09:39;842872.935922 6520868.859801;844343.432406 6520934.072262
1059;00:09:39;843409.824 6519795.0649;843703.726664 6519971.126841
1060;00:09:39;844431.3324 6520823.2025;844359.524784 6519939.593822
1061;00:09:41;843561.6331 6519819.7203;842874.672878 6520886.775799
1062;00:09:42;844462.989651 6520644.367132;844359.524784 6519939.593822
1063;00:09:42;842872.935922 6520868.859801;843239.396612 6520073.970101
1064;00:09:43;844341.165194 6520945.856138;844012.319007 6520299.783916
1065;00:09:44;842966.987225 6519878.761507;844012.319007 6520299.783916
1066;00:09:44;843409.824 6519795.0649;842930.346171 6520447.476392
1067;00:09:44;844431.3324 6520823.2025;842874.672878 6520886.775799
1068;00:09:45;844462.989651 6520644.367132;844512.440038 6520350.015032
1069;00:09:45;842872.935922 6520868.859801;843481.8564 6519806.7462
1070;00:09:45;844393.8087 6519808.1447;843901.0703 6519866.5502
1071;00:09:46;844593.286 6520218.2902;844351.726293 6519883.539212
1072;00:09:46;843409.824 6519795.0649;844359.524784 6519939.593822
1073;00:09:46;843146.8685 6519868.9029;844194.3295 6519860.1052
1074;00:09:47;844462.989651 6520644.367132;844591.4105 6519934.9879
1075;00:09:47;842872.935922 6520868.859801;843901.0703 6519866.5502
1076;00:09:47;842966.987225 6519878.761507;843703.726664 6519971.126841
1077;00:09:47;843245.331788 6520074.849699;842874.672878 6520886.775799
1078;00:09:47;844404.4784 6519817.2823;843656.9246 6519834.1696
1079;00:09:48;843409.824 6519795.0649;843656.9246 6519834.1696
1080;00:09:48;843283.17 6521456.1002;842874.672878 6520886.775799
1081;00:09:49;844018.253593 6520300.667484;844480.5433 6520450.0164
1082;00:09:49;844341.165194 6520945.856138;844343.432406 6520934.072262
1083;00:09:50;843703.084336 6519977.092359;844480.5433 6520450.0164
1084;00:09:50;842872.935922 6520868.859801;842874.672878 6520886.775799
1085;00:09:50;844341.165194 6520945.856138;843317.6397 6519780.692
1086;00:09:51;843922.0026 6519835.9383;844012.319007 6520299.783916
1087;00:09:52;844462.989651 6520644.367132;844480.5433 6520450.0164
1088;00:09:52;844018.253593 6520300.667484;844351.726293 6519883.539212
1089;00:09:52;842966.987225 6519878.761507;843703.726664 6519971.126841
1090;00:09:52;843561.6331 6519819.7203;843317.6397 6519780.692
1091;00:09:52;843458.3697 6521110.2896;844022.7772 6520080.4604
1092;00:09:53;843922.0026 6519835.9383;843312.089858 6521426.578666
1093;00:09:53;844431.3324 6520823.2025;844512.440038 6520350.015032
1094;00:09:53;843213.9517 6520025.9818;843239.396612 6520073.970101
1095;00:09:54;844593.286 6520218.2902;843703.726664 6519971.126841
1096;00:09:55;842872.935922 6520868.859801;844012.319007 6520299.783916
1097;00:09:55;842966.987225 6519878.761507;843312.089858 6521426.578666
1098;00:09:57;844431.3324 6520823.2025;843656.9246 6519834.1696
1099;00:09:58;844462.989651 6520644.367132;843312.089858 6521426.578666
1100;00:09:58;842872.935922 6520868.859801;843901.0703 6519866.5502
1101;00:09:58;844393.8087 6519808.1447;844359.524784 6519939.593822
1102;00:09:59;842966.987225 6519878.761507;843112.7044 6519866.9951
1103;00:09:59;843409.824 6519795.0649;844194.3295 6519860.1052
1104;00:09:59;844431.3324 6520823.2025;844480.5433 6520450.0164
1105;00:10:00;843200.1362767499 6520539.641970751;844512.440038 6520350.015032
1106;00:10:01;842966.987225 6519878.761507;844351.726293 6519883.539212
1107;00:10:01;843409.824 6519795.0649;843901.0703 6519866.5502
1108;00:10:02;842872.935922 6520868.859801;843312.089858 6521426.578666
1109;00:10:02;842966.987225 6519878.761507;843317.6397 6519780.692
1110;00:10:02;843561.6331 6519819.7203;844194.3295 6519860.1052
1111;00:10:02;844393.8087 6519808.1447;844351.726293 6519883.539212
1112;00:10:03;843922.0026 6519835.9383;844194.3295 6519860.1052
1113;00:10:04;843409.824 6519795.0649;844480.5433 6520450.0164
1114;00:10:04;844431.3324 6520823.2025;843703.726664 6519971.126841
1115;00:10:04;843283.3115 6521083.982;843867.3051686 6520059.5574156
1116;00:10:05;842872.935922 6520868.859801;843901.0703 6519866.5502
1117;00:10:05;844116.2844 6520369.2461;843112.7044 6519866.9951
1118;00:10:06;842966.987225 6519878.761507;842874.672878 6520886.775799
1119;00:10:07;844462.989651 6520644.367132;843317.6397 6519780.692
1120;00:10:07;844018.253593 6520300.667484;844012.319007 6520299.783916
1121;00:10:07;842872.935922 6520868.859801;842930.346171 6520447.476392
1122;00:10:07;844393.8087 6519808.1447;843703.726664 6519971.126841
1123;00:10:07;843553.2586294999 6520933.834648666;844035.4799 6520003.0016
1124;00:10:08;844272.5762 6519871.9419;843312.089858 6521426.578666
1125;00:10:10;842872.935922 6520868.859801;844012.319007 6520299.783916
1126;00:10:10;844393.8087 6519808.1447;842874.672878 6520886.775799
1127;00:10:11;843922.0026 6519835.9383;844012.319007 6520299.783916
1128;00:10:13;844593.286 6520218.2902;842930.346171 6520447.476392
1129;00:10:13;842966.987225 6519878.761507;842874.672878 6520886.775799
1130;00:10:13;844393.8087 6519808.1447;844359.524784 6519939.593822
1131;00:10:13;844325.5189358571 6520103.513570143;843703.726664 6519971.126841
1132;00:10:14;843421.7149 6520317.4241;844194.3295 6519860.1052
1133;00:10:15;844593.286 6520218.2902;843317.6397 6519780.692
1134;00:10:15;843409.824 6519795.0649;844343.432406 6520934.072262
1135;00:10:16;842966.987225 6519878.761507;843239.396612 6520073.970101
1136;00:10:16;844431.3324 6520823.2025;843703.726664 6519971.126841
1137;00:10:17;843146.8685 6519868.9029;842930.346171 6520447.476392
1138;00:10:18;844462.989651 6520644.367132;843481.8564 6519806.7462
1139;00:10:18;844341.165194 6520945.856138;843312.089858 6521426.578666
1140;00:10:19;843409.824 6519795.0649;844591.4105 6519934.9879
1141;00:10:20;844462.989651 6520644.367132;844480.5433 6520450.0164
1142;00:10:20;842872.935922 6520868.859801;842874.672878 6520886.775799
1143;00:10:21;844341.165194 6520945.856138;844194.3295 6519860.1052
1144;00:10:21;844431.3324 6520823.2025;843312.089858 6521426.578666
1145;00:10:22;844593.286 6520218.2902;843312.089858 6521426.578666
1146;00:10:22;842930.874029 6520435.488008;842874.672878 6520886.775799
1147;00:10:23;844593.286 6520218.2902;844480.5433 6520450.0164
1148;00:10:23;842966.987225 6519878.761507;844359.524784 6519939.593822
1149;00:10:23;843376.9389 6520204.1857;843656.9246 6519834.1696
1150;00:10:24;842872.935922 6520868.859801;844480.5433 6520450.0164
1151;00:10:24;844341.165194 6520945.856138;844351.726293 6519883.539212
1152;00:10:24;843409.824 6519795.0649;844480.5433 6520450.0164
1153;00:10:25;844341.165194 6520945.856138;844480.5433 6520450.0164
1154;00:10:26;844593.286 6520218.2902;842930.346171 6520447.476392
1155;00:10:26;842872.935922 6520868.859801;843112.7044 6519866.9951
1156;00:10:26;844431.3324 6520823.2025;842930.346171 6520447.476392
1157;00:10:26;844437.7974 6520020.2351;842874.672878 6520886.775799
1158;00:10:27;844393.8087 6519808.1447;843317.6397 6519780.692
1159;00:10:28;844341.165194 6520945.856138;842930.346171 6520447.476392
1160;00:10:28;843854.198827125 6520126.514191;843312.089858 6521426.578666
1161;00:10:29;842966.987225 6519878.761507;844480.5433 6520450.0164
1162;00:10:29;844109.5677 6520423.5183;843112.7044 6519866.9951
1163;00:10:30;844393.8087 6519808.1447;843317.6397 6519780.692
1164;00:10:30;844431.3324 6520823.2025;843317.6397 6519780.692
1165;00:10:30;843292.8979743749 6520460.03653125;843481.8564 6519806.7462
1166;00:10:31;844393.8087 6519808.1447;844012.319007 6520299.783916
